procurement_id,procurement_number,procurement_date,supplier_id,supplier_code,supplier_name,material_id,material_code,material_name,warehouse_id,warehouse_name,quantity,unit_price,total_amount,currency,tax_rate,payment_terms,logistics_provider,tracking_number,ship_date,estimated_delivery_date,actual_delivery_date,inspection_status,notes,created_date,status,po_number,delivery_batch,total_batches
PR0000228,PO-202302-719400,2023-02-03,SUP-013,SUP-013,美国Castle电调公司,M0075,PART-4G-MODULE,4G通信模块,WH002,电子材料仓,959,671.64,644102.76,USD,0.13,"预付30%,货到付清",中通快递,LOG20230206416170,2023-02-06,2023-03-23,2023-03-23,已验收,部分延期,2023-02-03,Active,,,
PR0000070,PO-202302-721837,2023-02-06,SUP-007,SUP-007,u-blox瑞士公司,M0024,ASSY-BAT-DUAL,双电池冗余系统,WH003,配件仓,1521,2746.54,4177487.34,USD,0.13,信用证,圆通速递,LOG20230209288165,2023-02-09,2023-03-31,2023-03-31,已验收,,2023-02-06,Active,,,
PR0000160,PO-202302-736039,2023-02-24,SUP-035,SUP-035,北京智能视觉科技公司,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,电子材料仓,634,2375.3,1505940.2,CNY,0.13,月结60天,韵达快递,LOG20230227170464,2023-02-27,2023-04-08,2023-04-08,已验收,,2023-02-24,Active,,,
PR0000132,PO-202302-742320,2023-02-02,SUP-028,SUP-028,台州塑料注塑成型公司,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,电子材料仓,1045,622.0,649990.0,CNY,0.13,款到发货,安能物流,LOG20230203533125,2023-02-03,2023-02-13,2023-02-13,已验收,提前交付,2023-02-02,Active,,,
PR0000294,PO-202302-762106,2023-02-20,SUP-028,SUP-028,台州塑料注塑成型公司,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,527,4544.97,2395199.19,CNY,0.13,款到发货,中通快递,LOG20230222805686,2023-02-22,2023-03-04,2023-03-04,已验收,需加急处理,2023-02-20,Active,,,
PR0000230,PO-202302-770429,2023-02-15,SUP-034,SUP-034,东莞FR4覆铜板厂,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,1241,1462.17,1814552.97,CNY,0.13,款到发货,百世快递,LOG20230216265963,2023-02-16,2023-03-03,2023-03-03,已验收,,2023-02-15,Active,,,
PR0000187,PO-202302-804514,2023-02-07,SUP-005,SUP-005,深圳矽递科技有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,电子材料仓,1230,1522.57,1872761.1,CNY,0.13,月结30天,安能物流,LOG20230209596628,2023-02-09,2023-03-16,,验收中,,2023-02-07,Active,,,
PR0000085,PO-202302-810363,2023-02-24,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0029,PART-LIDAR,激光雷达模块,WH002,电子材料仓,1203,310.05,372990.15,CNY,0.13,月结45天,韵达快递,LOG20230226360346,2023-02-26,2023-03-18,2023-03-18,已验收,,2023-02-24,Active,,,
PR0000282,PO-202302-844176,2023-02-11,SUP-026,SUP-026,中航复合材料有限公司,M0094,PART-CRYSTAL-8M,8MHz晶振,WH002,电子材料仓,2066,2960.04,6115442.64,CNY,0.13,"预付30%,货到付清",中铁快运,LOG20230214489248,2023-02-14,2023-03-21,,待验收,,2023-02-11,Active,,,
PR0000018,PO-202302-852589,2023-02-09,SUP-022,SUP-022,豪威科技（OmniVision）,M0007,PART-CAM-FIX-20MP,2000万像素固定相机,WH002,电子材料仓,488,1822.64,889448.32,USD,0.13,月结45天,中铁快运,LOG20230212941626,2023-02-12,2023-04-03,2023-04-03,已验收,,2023-02-09,Active,,,
PR0000214,PO-202302-854524,2023-02-25,SUP-002,SUP-002,德州仪器（TI）中国代理,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,电子材料仓,2831,2655.09,7516559.79,USD,0.13,月结45天,申通快递,LOG20230228835060,2023-02-28,2023-05-14,2023-05-14,已验收,,2023-02-25,Active,,,
PR0000185,PO-202302-856199,2023-02-02,SUP-005,SUP-005,深圳矽递科技有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,电子材料仓,848,1426.18,1209400.64,CNY,0.13,月结30天,顺丰速运,LOG20230204387926,2023-02-04,2023-03-11,,待验收,,2023-02-02,Active,,,
PR0000161,PO-202302-873370,2023-02-23,SUP-035,SUP-035,北京智能视觉科技公司,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,电子材料仓,804,2165.46,1741029.84,CNY,0.13,月结60天,申通快递,LOG20230226340308,2023-02-26,2023-04-07,,验收中,需加急处理,2023-02-23,Active,,,
PR0000158,PO-202302-886216,2023-02-19,SUP-035,SUP-035,北京智能视觉科技公司,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,电子材料仓,848,2130.41,1806587.68,CNY,0.13,月结60天,中铁快运,LOG20230220624087,2023-02-20,2023-04-01,2023-04-01,已验收,,2023-02-19,Active,,,
PR0000243,PO-202302-912327,2023-02-20,SUP-012,SUP-012,深圳大疆创新动力系统,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,788,1539.74,1213315.12,CNY,0.13,月结30天,德邦物流,LOG20230221770069,2023-02-21,2023-03-08,,待验收,,2023-02-20,Active,,,
PR0000327,PO-202302-929942,2023-02-03,SUP-036,SUP-036,深圳激光雷达技术公司,M0110,PART-FPGA-ICE40,ICE40 FPGA,WH002,电子材料仓,885,1697.77,1502526.45,CNY,0.13,月结45天,百世快递,LOG20230204898576,2023-02-04,2023-03-26,2023-03-26,已验收,,2023-02-03,Active,,,
PR0000145,PO-202302-931677,2023-02-16,SUP-026,SUP-026,中航复合材料有限公司,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,电子材料仓,984,2497.94,2457972.96,CNY,0.13,"预付30%,货到付清",京东物流,LOG20230217257418,2023-02-17,2023-03-24,2023-03-24,已验收,提前交付,2023-02-16,Active,,,
PR0000077,PO-202302-932422,2023-02-08,SUP-022,SUP-022,豪威科技（OmniVision）,M0027,PART-RADAR-ALT,雷达测高仪,WH002,电子材料仓,1620,104.85,169857.0,USD,0.13,月结45天,韵达快递,LOG20230211963808,2023-02-11,2023-04-02,,待验收,,2023-02-08,Active,,,
PR0000223,PO-202302-948726,2023-02-05,SUP-005,SUP-005,深圳矽递科技有限公司,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,1244,1518.86,1889461.84,CNY,0.13,月结30天,韵达快递,LOG20230207241522,2023-02-07,2023-03-14,2023-03-14,已验收,,2023-02-05,Active,,,
PR0000116,PO-202302-966370,2023-02-12,SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH004,机电仓,776,104.07,80758.32,USD,0.13,"预付50%,货到付清",申通快递,LOG20230214142378,2023-02-14,2023-03-16,2023-03-16,已验收,,2023-02-12,Active,,,
PR0000244,PO-202302-984123,2023-02-18,SUP-012,SUP-012,深圳大疆创新动力系统,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,903,1488.93,1344503.79,CNY,0.13,月结30天,圆通速递,LOG20230220672315,2023-02-20,2023-03-07,,验收中,,2023-02-18,Active,,,
PR0000197,PO-202302-991064,2023-02-26,SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,电子材料仓,524,4892.32,2563575.68,USD,0.13,信用证,中通快递,LOG20230301985667,2023-03-01,2023-04-20,2023-04-20,已验收,,2023-02-26,Active,,,
PR0000310,PO-202303-116717,2023-03-09,SUP-026,SUP-026,中航复合材料有限公司,M0103,PART-CRYSTAL-25M,25MHz晶振,WH002,电子材料仓,1325,4123.44,5463558.0,CNY,0.13,"预付30%,货到付清",申通快递,LOG20230310508987,2023-03-10,2023-04-14,2023-04-14,已验收,,2023-03-09,Active,,,
PR0000060,PO-202303-118228,2023-03-18,SUP-033,SUP-033,江铜集团铜材公司,M0020,ASSY-BODY-IND-01,工业级强化机身总成,WH002,电子材料仓,664,2090.91,1388364.24,CNY,0.13,月结30天,申通快递,LOG20230319581359,2023-03-19,2023-04-08,2023-04-08,已验收,,2023-03-18,Active,,,
PR0000151,PO-202303-122964,2023-03-21,SUP-042,SUP-042,深圳线缆连接器公司,M0050,COMP-MOTOR-MOUNT-AL,铝合金电机座,WH004,机电仓,2082,1986.22,4135310.04,CNY,0.13,月结30天,京东物流,LOG20230322921138,2023-03-22,2023-04-01,,待验收,提前交付,2023-03-21,Active,,,
PR0000219,PO-202303-132944,2023-03-21,SUP-010,SUP-010,生益科技股份有限公司,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,587,2208.21,1296219.27,CNY,0.13,款到发货,顺丰速运,LOG20230324179509,2023-03-24,2023-04-13,2023-04-13,已验收,,2023-03-21,Active,,,
PR0000334,PO-202303-163180,2023-03-03,SUP-028,SUP-028,台州塑料注塑成型公司,M0112,RAW-ABS-PELLET,ABS塑料粒子,WH005,原材料仓,1097,2099.76,2303436.72,CNY,0.13,款到发货,顺丰速运,LOG20230304319741,2023-03-04,2023-03-14,2023-03-14,已验收,,2023-03-03,Active,,,
PR0000127,PO-202303-175847,2023-03-01,SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,电子材料仓,821,1302.91,1069689.11,CNY,0.13,款到发货,中铁快运,LOG20230302705982,2023-03-02,2023-03-12,2023-03-12,已验收,按时交付,2023-03-01,Active,,,
PR0000234,PO-202303-191529,2023-03-25,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,WH004,机电仓,903,54.1,48852.3,CNY,0.13,月结45天,顺丰速运,LOG20230328884976,2023-03-28,2023-04-17,2023-04-17,已验收,,2023-03-25,Active,,,
PR0000091,PO-202303-197919,2023-03-26,SUP-043,SUP-043,深圳无线通信技术公司,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,WH002,电子材料仓,855,704.52,602364.6,CNY,0.13,月结30天,申通快递,LOG20230327275378,2023-03-27,2023-04-16,2023-04-16,已验收,质量合格,2023-03-26,Active,,,
PR0000363,PO-202303-200148,2023-03-30,SUP-006,SUP-006,楼氏电子（Knowles）,M0122,RAW-COPPER-WIRE,铜漆包线,WH005,原材料仓,2406,2617.28,6297175.68,USD,0.13,月结45天,安能物流,LOG20230331141230,2023-03-31,2023-05-10,2023-05-10,已验收,,2023-03-30,Active,,,
PR0000129,PO-202303-204620,2023-03-01,SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,电子材料仓,416,1486.4,618342.4,CNY,0.13,款到发货,德邦物流,LOG20230302590259,2023-03-02,2023-03-12,,待验收,,2023-03-01,Active,,,
PR0000058,PO-202303-216586,2023-03-18,SUP-033,SUP-033,江铜集团铜材公司,M0020,ASSY-BODY-IND-01,工业级强化机身总成,WH002,电子材料仓,477,2457.6,1172275.2,CNY,0.13,月结30天,百世快递,LOG20230320356435,2023-03-20,2023-04-09,2023-04-09,已验收,,2023-03-18,Active,,,
PR0000162,PO-202303-242662,2023-03-21,SUP-008,SUP-008,和芯星通科技有限公司,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,电子材料仓,855,2417.25,2066748.75,CNY,0.13,月结30天,德邦物流,LOG20230324850368,2023-03-24,2023-04-28,2023-04-28,已验收,,2023-03-21,Active,,,
PR0000086,PO-202303-261083,2023-03-17,SUP-023,SUP-023,舜宇光学科技有限公司,M0030,PART-CAM-THERMAL,红外热成像相机,WH002,电子材料仓,481,410.36,197383.16,CNY,0.13,月结30天,中通快递,LOG20230320963324,2023-03-20,2023-04-24,,待验收,按时交付,2023-03-17,Active,,,
PR0000130,PO-202303-265915,2023-03-08,SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,电子材料仓,846,1432.6,1211979.6,CNY,0.13,款到发货,中铁快运,LOG20230309394423,2023-03-09,2023-03-19,,待验收,,2023-03-08,Active,,,
PR0000255,PO-202303-272476,2023-03-23,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,WH004,机电仓,563,4530.59,2550722.17,CNY,0.13,月结45天,韵达快递,LOG20230324135068,2023-03-24,2023-04-13,,验收中,,2023-03-23,Active,,,
PR0000336,PO-202303-273908,2023-03-16,SUP-028,SUP-028,台州塑料注塑成型公司,M0112,RAW-ABS-PELLET,ABS塑料粒子,WH005,原材料仓,1319,1837.62,2423820.78,CNY,0.13,款到发货,中通快递,LOG20230319185341,2023-03-19,2023-03-29,2023-03-29,已验收,,2023-03-16,Active,,,
PR0000360,PO-202303-279621,2023-03-03,SUP-002,SUP-002,德州仪器（TI）中国代理,M0121,RAW-NEODYMIUM,钕铁硼磁性材料,WH005,原材料仓,3910,1192.12,4661189.2,USD,0.13,月结45天,百世快递,LOG20230304292562,2023-03-04,2023-05-18,2023-05-18,已验收,,2023-03-03,Active,,,
PR0000059,PO-202303-307696,2023-03-20,SUP-033,SUP-033,江铜集团铜材公司,M0020,ASSY-BODY-IND-01,工业级强化机身总成,WH002,电子材料仓,836,2188.07,1829226.52,CNY,0.13,月结30天,德邦物流,LOG20230323451869,2023-03-23,2023-04-12,2023-04-12,已验收,,2023-03-20,Active,,,
PR0000089,PO-202303-307721,2023-03-18,SUP-023,SUP-023,舜宇光学科技有限公司,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,WH002,电子材料仓,638,4435.93,2830123.34,CNY,0.13,月结30天,中通快递,LOG20230320330337,2023-03-20,2023-04-24,,待验收,,2023-03-18,Active,,,
PR0000195,PO-202303-317159,2023-03-17,SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,电子材料仓,494,5055.86,2497594.84,USD,0.13,信用证,顺丰速运,LOG20230319306123,2023-03-19,2023-05-08,2023-05-08,已验收,,2023-03-17,Active,,,
PR0000259,PO-202303-324598,2023-03-13,SUP-015,SUP-015,深圳碳纤维螺旋桨制造厂,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,WH004,机电仓,2267,1266.87,2871994.29,CNY,0.13,款到发货,京东物流,LOG20230314118067,2023-03-14,2023-03-24,2023-03-24,已验收,,2023-03-13,Active,,,
PR0000202,PO-202303-336697,2023-03-24,SUP-023,SUP-023,舜宇光学科技有限公司,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,电子材料仓,1343,3009.14,4041275.02,CNY,0.13,月结30天,申通快递,LOG20230325869995,2023-03-25,2023-04-29,,验收中,,2023-03-24,Active,,,
PR0000057,PO-202303-337980,2023-03-15,SUP-033,SUP-033,江铜集团铜材公司,M0020,ASSY-BODY-IND-01,工业级强化机身总成,WH002,电子材料仓,1039,2495.95,2593292.05,CNY,0.13,月结30天,德邦物流,LOG20230318748579,2023-03-18,2023-04-07,2023-04-07,已验收,,2023-03-15,Active,,,
PR0000288,PO-202303-338521,2023-03-31,SUP-003,SUP-003,意法半导体（ST）亚太区,M0096,PART-POWER-REG-5V,5V稳压芯片,WH002,电子材料仓,421,4138.42,1742274.82,USD,0.13,月结30天,中通快递,LOG20230403902899,2023-04-03,2023-06-02,2023-06-02,已验收,按时交付,2023-03-31,Active,,,
PR0000141,PO-202303-349783,2023-03-28,SUP-012,SUP-012,深圳大疆创新动力系统,M0047,PART-DAMPER-SOFT,减震球,WH002,电子材料仓,834,3113.8,2596909.2,CNY,0.13,月结30天,圆通速递,LOG20230330798974,2023-03-30,2023-04-14,2023-04-14,已验收,部分延期,2023-03-28,Active,,,
PR0000343,PO-202303-350562,2023-03-21,SUP-009,SUP-009,深圳华强PCB制造厂,M0116,PART-PCB-2L,2层PCB板,WH002,电子材料仓,1381,4466.37,6168056.97,CNY,0.13,月结30天,百世快递,LOG20230322189425,2023-03-22,2023-04-06,2023-04-06,已验收,,2023-03-21,Active,,,
PR0000216,PO-202303-372286,2023-03-18,SUP-010,SUP-010,生益科技股份有限公司,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,708,1986.8,1406654.4,CNY,0.13,款到发货,申通快递,LOG20230320419235,2023-03-20,2023-04-09,2023-04-09,已验收,,2023-03-18,Active,,,
PR0000335,PO-202303-375477,2023-03-13,SUP-028,SUP-028,台州塑料注塑成型公司,M0112,RAW-ABS-PELLET,ABS塑料粒子,WH005,原材料仓,761,2090.72,1591037.92,CNY,0.13,款到发货,韵达快递,LOG20230314265468,2023-03-14,2023-03-24,2023-03-24,已验收,,2023-03-13,Active,,,
PR0000180,PO-202303-380016,2023-03-18,SUP-043,SUP-043,深圳无线通信技术公司,M0059,PART-DAMPER-HARD,硬质减震球,WH002,电子材料仓,2160,802.68,1733788.8,CNY,0.13,月结30天,中通快递,LOG20230319290555,2023-03-19,2023-04-08,,验收中,按时交付,2023-03-18,Active,,,
PR0000307,PO-202303-406286,2023-03-10,SUP-026,SUP-026,中航复合材料有限公司,M0103,PART-CRYSTAL-25M,25MHz晶振,WH002,电子材料仓,977,4021.71,3929210.67,CNY,0.13,"预付30%,货到付清",安能物流,LOG20230311634537,2023-03-11,2023-04-15,2023-04-15,已验收,,2023-03-10,Active,,,
PR0000257,PO-202303-408025,2023-03-24,SUP-013,SUP-013,美国Castle电调公司,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,机电仓,971,4533.98,4402494.58,USD,0.13,"预付30%,货到付清",中通快递,LOG20230325298514,2023-03-25,2023-05-09,2023-05-09,已验收,提前交付,2023-03-24,Active,,,
PR0000316,PO-202303-421603,2023-03-06,SUP-014,SUP-014,好盈电子科技有限公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,WH002,电子材料仓,1974,3383.19,6678417.06,CNY,0.13,月结30天,百世快递,LOG20230307904460,2023-03-07,2023-03-19,2023-03-19,已验收,,2023-03-06,Active,,,
PR0000258,PO-202303-430242,2023-03-30,SUP-013,SUP-013,美国Castle电调公司,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,机电仓,858,4166.57,3574917.06,USD,0.13,"预付30%,货到付清",申通快递,LOG20230331834276,2023-03-31,2023-05-15,2023-05-15,已验收,按时交付,2023-03-30,Active,,,
PR0000236,PO-202303-445128,2023-03-21,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,WH004,机电仓,762,56.05,42710.1,CNY,0.13,月结45天,中铁快运,LOG20230324398597,2023-03-24,2023-04-13,,验收中,,2023-03-21,Active,,,
PR0000217,PO-202303-446210,2023-03-26,SUP-010,SUP-010,生益科技股份有限公司,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,789,2214.4,1747161.6,CNY,0.13,款到发货,中铁快运,LOG20230328879326,2023-03-28,2023-04-17,,待验收,,2023-03-26,Active,,,
PR0000344,PO-202303-456196,2023-03-15,SUP-009,SUP-009,深圳华强PCB制造厂,M0116,PART-PCB-2L,2层PCB板,WH002,电子材料仓,1005,4170.32,4191171.6,CNY,0.13,月结30天,安能物流,LOG20230316305913,2023-03-16,2023-03-31,2023-03-31,已验收,,2023-03-15,Active,,,
PR0000351,PO-202303-468414,2023-03-23,SUP-002,SUP-002,德州仪器（TI）中国代理,M0118,PART-MCU-STM32F103,STM32F103控制芯片,WH002,电子材料仓,1159,3227.17,3740290.03,USD,0.13,月结45天,中铁快运,LOG20230325950139,2023-03-25,2023-06-08,,待验收,,2023-03-23,Active,,,
PR0000092,PO-202303-472712,2023-03-21,SUP-043,SUP-043,深圳无线通信技术公司,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,WH002,电子材料仓,1160,670.59,777884.4,CNY,0.13,月结30天,韵达快递,LOG20230323818789,2023-03-23,2023-04-12,2023-04-12,已验收,,2023-03-21,Active,,,
PR0000315,PO-202303-479771,2023-03-22,SUP-014,SUP-014,好盈电子科技有限公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,WH002,电子材料仓,1291,3800.19,4906045.29,CNY,0.13,月结30天,中铁快运,LOG20230325637696,2023-03-25,2023-04-06,2023-04-06,已验收,提前交付,2023-03-22,Active,,,
PR0000279,PO-202303-518484,2023-03-21,SUP-009,SUP-009,深圳华强PCB制造厂,M0093,PART-PCB-FC-4L,4层飞控PCB板,WH002,电子材料仓,2010,3410.07,6854240.7,CNY,0.13,月结30天,德邦物流,LOG20230322781003,2023-03-22,2023-04-06,,验收中,,2023-03-21,Active,,,
PR0000308,PO-202303-531158,2023-03-02,SUP-026,SUP-026,中航复合材料有限公司,M0103,PART-CRYSTAL-25M,25MHz晶振,WH002,电子材料仓,1210,4140.89,5010476.9,CNY,0.13,"预付30%,货到付清",京东物流,LOG20230303290624,2023-03-03,2023-04-07,,验收中,部分延期,2023-03-02,Active,,,
PR0000196,PO-202303-531876,2023-03-10,SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,电子材料仓,604,4983.26,3009889.04,USD,0.13,信用证,京东物流,LOG20230311711808,2023-03-11,2023-04-30,2023-04-30,已验收,提前交付,2023-03-10,Active,,,
PR0000128,PO-202303-534059,2023-03-12,SUP-028,SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,电子材料仓,465,1309.33,608838.45,CNY,0.13,款到发货,韵达快递,LOG20230314206563,2023-03-14,2023-03-24,2023-03-24,已验收,,2023-03-12,Active,,,
PR0000047,PO-202303-553051,2023-03-28,SUP-023,SUP-023,舜宇光学科技有限公司,M0017,PART-CAM-ZOOM,变焦相机模组,WH002,电子材料仓,214,3282.72,702502.08,CNY,0.13,月结30天,中通快递,LOG20230330457590,2023-03-30,2023-05-04,2023-05-04,已验收,,2023-03-28,Active,,,
PR0000292,PO-202303-608585,2023-03-19,SUP-002,SUP-002,德州仪器（TI）中国代理,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,WH002,电子材料仓,1786,2091.4,3735240.4,USD,0.13,月结45天,顺丰速运,LOG20230322108266,2023-03-22,2023-06-05,,验收中,,2023-03-19,Active,,,
PR0000353,PO-202303-611825,2023-03-21,SUP-002,SUP-002,德州仪器（TI）中国代理,M0118,PART-MCU-STM32F103,STM32F103控制芯片,WH002,电子材料仓,1063,3220.2,3423072.6,USD,0.13,月结45天,圆通速递,LOG20230323741034,2023-03-23,2023-06-06,2023-06-06,已验收,,2023-03-21,Active,,,
PR0000240,PO-202303-616875,2023-03-01,SUP-015,SUP-015,深圳碳纤维螺旋桨制造厂,M0079,PART-PROP-9045,9045塑料螺旋桨,WH004,机电仓,1312,2690.62,3530093.44,CNY,0.13,款到发货,中通快递,LOG20230304306770,2023-03-04,2023-03-14,,待验收,,2023-03-01,Active,,,
PR0000235,PO-202303-627627,2023-03-26,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,WH004,机电仓,987,62.0,61194.0,CNY,0.13,月结45天,德邦物流,LOG20230329347267,2023-03-29,2023-04-18,2023-04-18,已验收,,2023-03-26,Active,,,
PR0000163,PO-202303-642232,2023-03-24,SUP-008,SUP-008,和芯星通科技有限公司,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,电子材料仓,1911,2410.15,4605796.65,CNY,0.13,月结30天,安能物流,LOG20230325488872,2023-03-25,2023-04-29,2023-04-29,已验收,,2023-03-24,Active,,,
PR0000239,PO-202303-677213,2023-03-10,SUP-015,SUP-015,深圳碳纤维螺旋桨制造厂,M0079,PART-PROP-9045,9045塑料螺旋桨,WH004,机电仓,1241,2604.3,3231936.3,CNY,0.13,款到发货,中铁快运,LOG20230311450992,2023-03-11,2023-03-21,2023-03-21,已验收,,2023-03-10,Active,,,
PR0000260,PO-202303-684403,2023-03-18,SUP-015,SUP-015,深圳碳纤维螺旋桨制造厂,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,WH004,机电仓,1692,1312.34,2220479.28,CNY,0.13,款到发货,百世快递,LOG20230319528354,2023-03-19,2023-03-29,2023-03-29,已验收,,2023-03-18,Active,,,
PR0000083,PO-202303-686211,2023-03-14,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0029,PART-LIDAR,激光雷达模块,WH002,电子材料仓,626,317.69,198873.94,CNY,0.13,月结45天,中铁快运,LOG20230315146724,2023-03-15,2023-04-04,2023-04-04,已验收,,2023-03-14,Active,,,
PR0000126,PO-202303-713190,2023-03-27,SUP-040,SUP-040,深圳标准紧固件公司,M0042,COMP-FRAME-PLA,塑料机身框架,WH002,电子材料仓,1372,4010.9,5502954.8,CNY,0.13,款到发货,顺丰速运,LOG20230328180625,2023-03-28,2023-04-02,2023-04-02,已验收,,2023-03-27,Active,,,
PR0000280,PO-202303-721043,2023-03-23,SUP-009,SUP-009,深圳华强PCB制造厂,M0093,PART-PCB-FC-4L,4层飞控PCB板,WH002,电子材料仓,1917,3837.35,7356199.95,CNY,0.13,月结30天,德邦物流,LOG20230324593866,2023-03-24,2023-04-08,2023-04-08,已验收,,2023-03-23,Active,,,
PR0000114,PO-202303-739024,2023-03-02,SUP-016,SUP-016,APC螺旋桨美国公司,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH004,机电仓,598,118.63,70940.74,USD,0.13,"预付50%,货到付清",韵达快递,LOG20230304217747,2023-03-04,2023-04-03,2023-04-03,已验收,需加急处理,2023-03-02,Active,,,
PR0000256,PO-202303-741512,2023-03-23,SUP-013,SUP-013,美国Castle电调公司,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,机电仓,853,4393.23,3747425.19,USD,0.13,"预付30%,货到付清",安能物流,LOG20230326419005,2023-03-26,2023-05-10,2023-05-10,已验收,,2023-03-23,Active,,,
PR0000287,PO-202303-756695,2023-03-27,SUP-003,SUP-003,意法半导体（ST）亚太区,M0096,PART-POWER-REG-5V,5V稳压芯片,WH002,电子材料仓,674,4463.93,3008688.82,USD,0.13,月结30天,安能物流,LOG20230329780122,2023-03-29,2023-05-28,2023-05-28,已验收,,2023-03-27,Active,,,
PR0000218,PO-202303-775540,2023-03-16,SUP-010,SUP-010,生益科技股份有限公司,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,399,2174.02,867433.98,CNY,0.13,款到发货,德邦物流,LOG20230318740915,2023-03-18,2023-04-07,,验收中,,2023-03-16,Active,,,
PR0000281,PO-202303-775865,2023-03-11,SUP-009,SUP-009,深圳华强PCB制造厂,M0093,PART-PCB-FC-4L,4层飞控PCB板,WH002,电子材料仓,530,4041.45,2141968.5,CNY,0.13,月结30天,申通快递,LOG20230313453462,2023-03-13,2023-03-28,2023-03-28,已验收,,2023-03-11,Active,,,
PR0000254,PO-202303-788300,2023-03-30,SUP-011,SUP-011,T-Motor无刷电机有限公司,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,WH004,机电仓,1301,4461.01,5803774.01,CNY,0.13,月结45天,中通快递,LOG20230402102383,2023-04-02,2023-04-22,2023-04-22,已验收,,2023-03-30,Active,,,
PR0000291,PO-202303-792810,2023-03-18,SUP-002,SUP-002,德州仪器（TI）中国代理,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,WH002,电子材料仓,1837,2009.75,3691910.75,USD,0.13,月结45天,顺丰速运,LOG20230320611796,2023-03-20,2023-06-03,,验收中,,2023-03-18,Active,,,
PR0000203,PO-202303-795928,2023-03-30,SUP-023,SUP-023,舜宇光学科技有限公司,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,电子材料仓,831,2691.79,2236877.49,CNY,0.13,月结30天,韵达快递,LOG20230331940061,2023-03-31,2023-05-05,2023-05-05,已验收,,2023-03-30,Active,,,
